200.0;8.0000
200.1;8.0000
200.2;8.0000
200.3;8.0000
200.4;1.0535
200.5;8.0000
200.6;8.0000
200.7;8.0000
200.8;8.0000
200.9;8.0000
201.0;8.0000
201.1;8.0000
201.2;8.0000
201.3;8.0000
201.4;-4.5154
201.5;0.6331
201.6;-4.6602
201.7;-3.6463
201.8;8.0000
201.9;8.0000
202.0;-4.7120
202.1;0.3494
202.2;8.0000
202.3;8.0000
202.4;0.9518
202.5;8.0000
202.6;-0.5529
202.7;-0.1183
202.8;0.3406
202.9;8.0000
203.0;0.5868
203.1;8.0000
203.2;-0.1418
203.3;-4.5616
203.4;8.0000
203.5;-0.3313
203.6;0.0124
203.7;8.0000
203.8;8.0000
203.9;-4.3468
204.0;8.0000
204.1;-0.0039
204.2;8.0000
204.3;-4.3427
204.4;-4.6873
204.5;0.2012
204.6;0.2549
204.7;-4.6235
204.8;8.0000
204.9;0.0056
205.0;8.0000
205.1;8.0000
205.2;8.0000
205.3;8.0000
205.4;8.0000
205.5;-3.9447
205.6;8.0000
205.7;0.4762
205.8;8.0000
205.9;-4.7156
206.0;8.0000
206.1;-4.7542
206.2;-0.6868
206.3;8.0000
206.4;8.0000
206.5;8.0000
206.6;-3.9911
206.7;0.6285
206.8;8.0000
206.9;1.5542
207.0;8.0000
207.1;8.0000
207.2;0.9873
207.3;8.0000
207.4;0.7113
207.5;0.2870
207.6;8.0000
207.7;-4.0551
207.8;-1.1747
207.9;0.3433
208.0;-0.2290
208.1;0.0768
208.2;8.0000
208.3;8.0000
208.4;-0.2613
208.5;8.0000
208.6;8.0000
208.7;-2.8715
208.8;1.3418
208.9;8.0000
209.0;8.0000
209.1;0.2578
209.2;8.0000
209.3;8.0000
209.4;8.0000
209.5;-0.0735
209.6;-4.8689
209.7;-0.8089
209.8;0.4845
209.9;-4.3421
210.0;-0.2212
210.1;8.0000
210.2;8.0000
210.3;8.0000
210.4;8.0000
210.5;8.0000
210.6;8.0000
210.7;1.3733
210.8;-4.6350
210.9;-0.8069
211.0;-0.5297
211.1;-0.3666
211.2;8.0000
211.3;1.2424
211.4;8.0000
211.5;-4.1296
211.6;8.0000
211.7;-0.4204
211.8;-4.0033
211.9;-0.2713
212.0;8.0000
212.1;-0.7505
212.2;8.0000
212.3;8.0000
212.4;0.3942
212.5;-4.0345
212.6;8.0000
212.7;8.0000
212.8;-0.7363
212.9;0.4085
213.0;-1.3078
213.1;0.2634
213.2;0.5682
213.3;-4.3637
