200.0;8.0000
200.1;8.0000
200.2;-4.8396
200.3;8.0000
200.4;8.0000
200.5;-4.2212
200.6;8.0000
200.7;8.0000
200.8;-1.5278
200.9;8.0000
201.0;-4.2163
201.1;8.0000
201.2;8.0000
201.3;8.0000
201.4;8.0000
201.5;8.0000
201.6;8.0000
201.7;-4.1130
201.8;-4.1447
201.9;8.0000
202.0;8.0000
202.1;8.0000
202.2;-0.7836
202.3;0.2590
202.4;8.0000
202.5;8.0000
202.6;8.0000
202.7;-0.3251
202.8;1.8782
202.9;0.2897
203.0;8.0000
203.1;-4.9233
203.2;-0.6131
203.3;-4.2586
203.4;8.0000
203.5;-0.2529
203.6;8.0000
203.7;0.3905
203.8;8.0000
203.9;8.0000
204.0;8.0000
204.1;0.5084
204.2;0.0759
204.3;-3.5626
204.4;8.0000
204.5;8.0000
204.6;0.3314
204.7;-4.7239
204.8;2.5954
204.9;0.5561
205.0;0.7915
205.1;-4.3815
205.2;8.0000
205.3;8.0000
205.4;8.0000
205.5;-4.7207
205.6;8.0000
205.7;8.0000
205.8;-0.1220
205.9;8.0000
206.0;0.2667
206.1;8.0000
206.2;-1.5607
206.3;-0.1602
206.4;8.0000
206.5;8.0000
206.6;-4.8185
206.7;0.8067
206.8;8.0000
206.9;0.8387
207.0;8.0000
207.1;8.0000
207.2;8.0000
207.3;-0.5080
207.4;8.0000
207.5;0.0836
207.6;8.0000
207.7;-4.8196
207.8;-0.5028
207.9;0.8483
208.0;8.0000
208.1;8.0000
208.2;0.3935
208.3;8.0000
208.4;8.0000
208.5;0.3864
208.6;8.0000
208.7;-5.0909
208.8;8.0000
208.9;8.0000
209.0;0.1845
209.1;0.1305
209.2;0.5381
209.3;8.0000
209.4;-0.2650
209.5;8.0000
209.6;-4.2367
209.7;-0.7984
209.8;1.0194
209.9;8.0000
210.0;8.0000
210.1;8.0000
210.2;-3.1786
210.3;-4.6878
210.4;8.0000
210.5;8.0000
210.6;8.0000
210.7;8.0000
210.8;-4.3309
210.9;8.0000
211.0;-0.3352
211.1;8.0000
211.2;8.0000
211.3;8.0000
211.4;8.0000
211.5;8.0000
211.6;0.5628
211.7;1.2665
211.8;-4.1568
211.9;8.0000
212.0;8.0000
212.1;8.0000
212.2;1.0350
212.3;8.0000
212.4;8.0000
212.5;8.0000
212.6;8.0000
212.7;-0.0150
212.8;-0.3885
212.9;0.7472
213.0;8.0000
213.1;8.0000
213.2;8.0000
213.3;8.0000
213.4;8.0000
